id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
buLYCQyqe_tgKyuclCFBug,tea-chicago,TEA%,https://s3-media1.fl.yelpcdn.com/bphoto/j0X3gU_I_Znq1W0JNKfrqA/o.jpg,False,https://www.yelp.com/biz/tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,5,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 41.8691185, 'longitude': -87.6255865}","['pickup', 'delivery']","{'address1': '57 E 11th St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60605', 'country': 'US', 'state': 'IL', 'display_address': ['57 E 11th St', 'Chicago, IL 60605']}",+13124880822,(312) 488-0822,6725.750596116486
NLIlsx7mJLkReFbiyBpqFA,tasty-freeze-rolled-ice-cream-and-bubble-tea-chicago,Tasty Freeze Rolled Ice Cream and Bubble Tea,,False,https://www.yelp.com/biz/tasty-freeze-rolled-ice-cream-and-bubble-tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,2,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",2.5,"{'latitude': 41.7555459540526, 'longitude': -87.737268358469}",[],"{'address1': '7601 S Cicero Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60652', 'country': 'US', 'state': 'IL', 'display_address': ['7601 S Cicero Ave', 'Chicago, IL 60652']}",,,9299.648208692315
HOKtJ2vkBwM9rjzslC_Eng,bubblelicious-chicago,Bubblelicious,https://s3-media2.fl.yelpcdn.com/bphoto/xoSNpdC9nGDu0XeQR58mmw/o.jpg,False,https://www.yelp.com/biz/bubblelicious-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,1,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 41.88539, 'longitude': -87.62414}",[],"{'address1': '179 Michigan Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['179 Michigan Ave', 'Chicago, IL 60601']}",+13127295359,(312) 729-5359,8451.764775070806
Xm2Mrdgjf2WUDDBUWWdNTQ,kurimu-chicago-3,KURIMU,https://s3-media2.fl.yelpcdn.com/bphoto/Wpkvyul5MHsN4mT9YaeP3w/o.jpg,False,https://www.yelp.com/biz/kurimu-chicago-3?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,225,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,"{'latitude': 41.8694063471, 'longitude': -87.6563846}",['delivery'],$$,"{'address1': '1159 W Taylor St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1159 W Taylor St', 'Chicago, IL 60607']}",+13128775227,(312) 877-5227,4621.066672255769
i3ODNsExVbjkiHRW9X6dcg,taiyaki-chicago-chicago-2,Taiyaki Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/-N3Sg-wbuNu-hfzKJVmGRQ/o.jpg,False,https://www.yelp.com/biz/taiyaki-chicago-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,133,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",4.0,"{'latitude': 41.92733, 'longitude': -87.64201}","['pickup', 'delivery']","{'address1': '2468 N Clark St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2468 N Clark St', 'Chicago, IL 60614']}",+17733601785,(773) 360-1785,2260.2235364889834
ATlXGZTMhSheo_9zB3hfbQ,teamo-boba-bar-chicago-4,Te'amo Boba Bar,https://s3-media2.fl.yelpcdn.com/bphoto/hFNx3rnOjGzlwEwpmX3HJg/o.jpg,False,https://www.yelp.com/biz/teamo-boba-bar-chicago-4?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,155,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.891528, 'longitude': -87.624885}","['pickup', 'delivery']",$$,"{'address1': '520 N Michigan Ave', 'address2': 'Ste 421', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['520 N Michigan Ave', 'Ste 421', 'Chicago, IL 60611']}",+13127779125,(312) 777-9125,1960.5698648790167
SfPpG-v8K-t6tAr4USL-mw,vivi-bubble-tea-chicago,Vivi Bubble Tea,https://s3-media4.fl.yelpcdn.com/bphoto/RjoWTqw70PuI7gi_TaQXOQ/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,299,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.877308, 'longitude': -87.627432}","['pickup', 'delivery']",$,"{'address1': '333 S State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60604', 'country': 'US', 'state': 'IL', 'display_address': ['333 S State St', 'Chicago, IL 60604']}",+13124311150,(312) 431-1150,3423.2213056139126
vyKySSXkkp23lNAwMTo4Eg,hello-jasmine-lincoln-park-chicago,Hello Jasmine - Lincoln Park,https://s3-media2.fl.yelpcdn.com/bphoto/4ZlHq0hlgYSncPpdCVIgsw/o.jpg,False,https://www.yelp.com/biz/hello-jasmine-lincoln-park-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,86,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",4.0,"{'latitude': 41.921567, 'longitude': -87.653054}","['pickup', 'delivery']",$,"{'address1': '953 W Webster Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['953 W Webster Ave', 'Chicago, IL 60614']}",+17736879524,(773) 687-9524,2180.0896254698378
f8GbO9pV5GTDTfO-ETPp3g,eat-me-milk-me-chicago-6,Eat Me Milk Me,https://s3-media1.fl.yelpcdn.com/bphoto/O01XhzIVkFZsaRee56f08w/o.jpg,False,https://www.yelp.com/biz/eat-me-milk-me-chicago-6?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,114,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'themedcafes', 'title': 'Themed Cafes'}]",4.0,"{'latitude': 41.883987, 'longitude': -87.654971}",['delivery'],$,"{'address1': '1111 W Randolph St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1111 W Randolph St', 'Chicago, IL 60607']}",+13122650615,(312) 265-0615,3128.8586684575675
X4CsYKx-4BOiaUGa-FG5Zg,thai-spoon-and-sushi-chicago-2,Thai Spoon & Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/GfNZCQHWvksBDHZjzqwt4g/o.jpg,False,https://www.yelp.com/biz/thai-spoon-and-sushi-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,253,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 41.87425, 'longitude': -87.62548}","['pickup', 'delivery']",$$,"{'address1': '601 S Wabash Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60605', 'country': 'US', 'state': 'IL', 'display_address': ['601 S Wabash Ave', 'Chicago, IL 60605']}",+13124279470,(312) 427-9470,3779.2772463097344
hg7GTftFbQG2Y6jz8u_Olg,b-i-tea-and-dim-sum-chicago,B.I.Tea & Dim Sum,https://s3-media2.fl.yelpcdn.com/bphoto/LF5qLx143ma9ZCZe_Ef6Lw/o.jpg,False,https://www.yelp.com/biz/b-i-tea-and-dim-sum-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,84,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,"{'latitude': 41.8839695, 'longitude': -87.6410747}","['pickup', 'delivery']",$,"{'address1': '131 N Clinton St', 'address2': '', 'address3': 'Chicago French Market', 'city': 'Chicago', 'zip_code': '60661', 'country': 'US', 'state': 'IL', 'display_address': ['131 N Clinton St', 'Chicago French Market', 'Chicago, IL 60661']}",+13129645195,(312) 964-5195,2663.1632094869374
pmj-MTvnPJdTOe7la1Q-vQ,freezing-point-chicago-5,Freezing Point,https://s3-media1.fl.yelpcdn.com/bphoto/2Wg4PpxnvkeTFqdpYbOrqQ/o.jpg,False,https://www.yelp.com/biz/freezing-point-chicago-5?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,84,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.5,"{'latitude': 41.938668513626, 'longitude': -87.6684396483348}","['pickup', 'delivery']",$,"{'address1': '3127 N Ashland Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['3127 N Ashland Ave', 'Chicago, IL 60657']}",+17733608349,(773) 360-8349,4448.097459376801
FE9KwVQMYIOMvRhiT9TbSw,kurimu-chicago-5,Kurimu,https://s3-media2.fl.yelpcdn.com/bphoto/K0r43sqDrPvlR3lVxXlNRw/o.jpg,False,https://www.yelp.com/biz/kurimu-chicago-5?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,30,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.903637656831535, 'longitude': -87.6688543730577}",[],$$,"{'address1': '1632 W Division St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1632 W Division St', 'Chicago, IL 60622']}",+17736878710,(773) 687-8710,2877.153532721586
BXsqsQn5_zCF5eYgHJkrWA,tea-ninja-chicago-4,Tea Ninja,https://s3-media4.fl.yelpcdn.com/bphoto/ztkXykn1yssPzdVXWRA-uw/o.jpg,False,https://www.yelp.com/biz/tea-ninja-chicago-4?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,63,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.5,"{'latitude': 41.93878, 'longitude': -87.64419}","['pickup', 'delivery']",$,"{'address1': '3139 N Broadway', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['3139 N Broadway', 'Chicago, IL 60657']}",+17733608991,(773) 360-8991,3557.401660826648
7h3NRC53zt4llWs7Jag7sg,mycha-chicago-2,Mycha,https://s3-media2.fl.yelpcdn.com/bphoto/2kJNGFibJHC4hbJg-kj7zQ/o.jpg,False,https://www.yelp.com/biz/mycha-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,18,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 41.8834734, 'longitude': -87.6282109}",['delivery'],"{'address1': '108 N State St', 'address2': 'Block 37 Pedway', 'address3': None, 'city': 'Chicago', 'zip_code': '60602', 'country': 'US', 'state': 'IL', 'display_address': ['108 N State St', 'Block 37 Pedway', 'Chicago, IL 60602']}",+18472608387,(847) 260-8387,2737.2596157876105
EVpzvxgXe0vahmUCmBpQKQ,bubble-maki-chicago,Bubble Maki,https://s3-media1.fl.yelpcdn.com/bphoto/Jxm2bP7YJT_ATp1rKUCTkA/o.jpg,False,https://www.yelp.com/biz/bubble-maki-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,13,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]",4.0,"{'latitude': 41.90160027209554, 'longitude': -87.6580232782808}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60642', 'country': 'US', 'state': 'IL', 'display_address': ['Chicago, IL 60642']}",+13124488416,(312) 448-8416,2058.832085571747
O7M3HsywibrP0_6tJtesyQ,snow-dragon-shavery-chicago-2,Snow Dragon Shavery,https://s3-media1.fl.yelpcdn.com/bphoto/Y-xHpfufiraehs6KgVXCHw/o.jpg,False,https://www.yelp.com/biz/snow-dragon-shavery-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,65,"[{'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",3.0,"{'latitude': 41.8919826, 'longitude': -87.6091808}",[],$$,"{'address1': '700 E Grand Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['700 E Grand Ave', 'Chicago, IL 60611']}",+13122919046,(312) 291-9046,3059.7911485874215
s4dkTmKIxrVFn906ZL0mXw,tai-chi-bubble-tea-chicago-7,Tai Chi Bubble Tea,https://s3-media4.fl.yelpcdn.com/bphoto/KTODqtzqswHKDRh0-FBVNQ/o.jpg,False,https://www.yelp.com/biz/tai-chi-bubble-tea-chicago-7?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,26,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 41.869593, 'longitude': -87.656536}","['pickup', 'delivery']","{'address1': '1158 W Taylor St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1158 W Taylor St', 'Chicago, IL 60607']}",+13128775239,(312) 877-5239,4605.177004112212
R9jRdYgRsS1oDQdP-DICxA,panda-express-chicago-26,Panda Express,https://s3-media1.fl.yelpcdn.com/bphoto/3XQBVYUmKSOixZt4Vd-woA/o.jpg,False,https://www.yelp.com/biz/panda-express-chicago-26?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,40,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 41.8856035299199, 'longitude': -87.626606784761}","['pickup', 'delivery']",$,"{'address1': '180 N. Wabash  Suite 184', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['180 N. Wabash  Suite 184', 'Chicago, IL 60601']}",+13124191543,(312) 419-1543,2536.0776075750027
p29dpPkpzfX3OtIj09_lbA,tsaocaa-lincoln-park-chicago,Tsaocaa Lincoln Park,https://s3-media2.fl.yelpcdn.com/bphoto/BtoE2VzCHA9MXJsJTyAcuQ/o.jpg,False,https://www.yelp.com/biz/tsaocaa-lincoln-park-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,1,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 41.9249755011305, 'longitude': -87.66164929988786}","['pickup', 'delivery']","{'address1': '1337 W Fullerton Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['1337 W Fullerton Ave', 'Chicago, IL 60614']}",+13128882947,(312) 888-2947,2959.674892944323
aWGYz1HiFcWBzEtyofewOA,zenwich-x-elitea-wicker-park-chicago-2,Zenwich X Elitea Wicker Park,https://s3-media1.fl.yelpcdn.com/bphoto/fCAQg75ifT4FTYl2BxtDFA/o.jpg,False,https://www.yelp.com/biz/zenwich-x-elitea-wicker-park-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,1,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.90772, 'longitude': -87.67291}",[],"{'address1': '1415 N Milwaukee Av', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1415 N Milwaukee Av', 'Chicago, IL 60622']}",+17736619453,(773) 661-9453,3176.5317315773514
HOKtJ2vkBwM9rjzslC_Eng,bubblelicious-chicago,Bubblelicious,https://s3-media2.fl.yelpcdn.com/bphoto/xoSNpdC9nGDu0XeQR58mmw/o.jpg,False,https://www.yelp.com/biz/bubblelicious-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,1,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 41.88539, 'longitude': -87.62414}",[],"{'address1': '179 Michigan Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['179 Michigan Ave', 'Chicago, IL 60601']}",+13127295359,(312) 729-5359,2623.8513927907643
ATlXGZTMhSheo_9zB3hfbQ,teamo-boba-bar-chicago-4,Te'amo Boba Bar,https://s3-media2.fl.yelpcdn.com/bphoto/hFNx3rnOjGzlwEwpmX3HJg/o.jpg,False,https://www.yelp.com/biz/teamo-boba-bar-chicago-4?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,155,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 41.891528, 'longitude': -87.624885}","['delivery', 'pickup']",$$,"{'address1': '520 N Michigan Ave', 'address2': 'Ste 421', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['520 N Michigan Ave', 'Ste 421', 'Chicago, IL 60611']}",+13127779125,(312) 777-9125,938.6323273761003
SfPpG-v8K-t6tAr4USL-mw,vivi-bubble-tea-chicago,Vivi Bubble Tea,https://s3-media4.fl.yelpcdn.com/bphoto/RjoWTqw70PuI7gi_TaQXOQ/o.jpg,False,https://www.yelp.com/biz/vivi-bubble-tea-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,299,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.0,"{'latitude': 41.877308, 'longitude': -87.627432}","['delivery', 'pickup']",$,"{'address1': '333 S State St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60604', 'country': 'US', 'state': 'IL', 'display_address': ['333 S State St', 'Chicago, IL 60604']}",+13124311150,(312) 431-1150,2310.641869807175
hg7GTftFbQG2Y6jz8u_Olg,b-i-tea-and-dim-sum-chicago,B.I.Tea & Dim Sum,https://s3-media2.fl.yelpcdn.com/bphoto/LF5qLx143ma9ZCZe_Ef6Lw/o.jpg,False,https://www.yelp.com/biz/b-i-tea-and-dim-sum-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,84,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.0,"{'latitude': 41.8839695, 'longitude': -87.6410747}","['delivery', 'pickup']",$,"{'address1': '131 N Clinton St', 'address2': '', 'address3': 'Chicago French Market', 'city': 'Chicago', 'zip_code': '60661', 'country': 'US', 'state': 'IL', 'display_address': ['131 N Clinton St', 'Chicago French Market', 'Chicago, IL 60661']}",+13129645195,(312) 964-5195,2493.9880857856892
O7M3HsywibrP0_6tJtesyQ,snow-dragon-shavery-chicago-2,Snow Dragon Shavery,https://s3-media1.fl.yelpcdn.com/bphoto/Y-xHpfufiraehs6KgVXCHw/o.jpg,False,https://www.yelp.com/biz/snow-dragon-shavery-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,65,"[{'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",3.0,"{'latitude': 41.8919826, 'longitude': -87.6091808}",[],$$,"{'address1': '700 E Grand Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['700 E Grand Ave', 'Chicago, IL 60611']}",+13122919046,(312) 291-9046,1017.5951553296986
7h3NRC53zt4llWs7Jag7sg,mycha-chicago-2,Mycha,https://s3-media2.fl.yelpcdn.com/bphoto/2kJNGFibJHC4hbJg-kj7zQ/o.jpg,False,https://www.yelp.com/biz/mycha-chicago-2?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,18,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",4.5,"{'latitude': 41.8834734, 'longitude': -87.6282109}",['delivery'],"{'address1': '108 N State St', 'address2': 'Block 37 Pedway', 'address3': None, 'city': 'Chicago', 'zip_code': '60602', 'country': 'US', 'state': 'IL', 'display_address': ['108 N State St', 'Block 37 Pedway', 'Chicago, IL 60602']}",+18472608387,(847) 260-8387,1758.024294585542
R9jRdYgRsS1oDQdP-DICxA,panda-express-chicago-26,Panda Express,https://s3-media1.fl.yelpcdn.com/bphoto/3XQBVYUmKSOixZt4Vd-woA/o.jpg,False,https://www.yelp.com/biz/panda-express-chicago-26?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,40,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}]",3.0,"{'latitude': 41.8856035299199, 'longitude': -87.626606784761}","['delivery', 'pickup']",$,"{'address1': '180 N. Wabash  Suite 184', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['180 N. Wabash  Suite 184', 'Chicago, IL 60601']}",+13124191543,(312) 419-1543,1489.7791932075504
HOKtJ2vkBwM9rjzslC_Eng,bubblelicious-chicago,Bubblelicious,https://s3-media2.fl.yelpcdn.com/bphoto/xoSNpdC9nGDu0XeQR58mmw/o.jpg,False,https://www.yelp.com/biz/bubblelicious-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,1,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 41.88539, 'longitude': -87.62414}",[],"{'address1': '179 Michigan Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60601', 'country': 'US', 'state': 'IL', 'display_address': ['179 Michigan Ave', 'Chicago, IL 60601']}",+13127295359,(312) 729-5359,1403.1749037103762
y_KeP8KWTlsXCUXqZQU4yQ,gathers-tea-bar-chicago,Gathers Tea Bar,https://s3-media2.fl.yelpcdn.com/bphoto/EoG9gxGUy6kTT8Li6b6AUg/o.jpg,False,https://www.yelp.com/biz/gathers-tea-bar-chicago?adjust_creative=RLuKW7YaIzixmdmfMytong&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=RLuKW7YaIzixmdmfMytong,94,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}]",5.0,"{'latitude': 41.86914, 'longitude': -87.65972}",[],"{'address1': '1311 W Taylor St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['1311 W Taylor St', 'Chicago, IL 60607']}",,,2632.1310864794814
